0,command
1,block me from this site after [10 minutes].
1,remove me from this website after [10 minutes].
1,can you block me from this site after [10 minutes]?
1,please block me from this site in [10 minutes].
1,restrict my access from this site in [10 minutes].
1,after [10 minutes] shut me out from this site.
1,close this site and block me after [10 minutes] of use.
1,after [10 minutes] block me from this site.
1,block me from this site in [10 minutes].
1,in [10 minutes] block me from this site.
1,do not allow me to access this site after [10 minutes]
1,cut off access to this site after [10 minutes]
1,terminate access to this site after [10 minutes]
1,"after [10 minutes], block me from this site."
1,"when  [10 minutes] are up, block me from this site."
1,i want to be blocked from this site after [10 minutes].
1,"in [10 minutes], block me from this website."
1,i'd like to be blocked from visiting this site in [10 minutes]' time.
1,"after [10 minutes], prevent me from accessing this site."
1,block off this site after [10 minutes].
1,block this site after [10 minutes].
1,stop access to this site after [10 minutes].
1,set a block on this site after [10 minutes].
1,if i've been on this site for [10 minutes] then block me.
1,do a block if you see that i've been on this site for [10 minutes].
1,in [10 minutes] block me from this site
1,make sure to block me from this site in [10 minutes]
1,block me  [10 minutes] from this site
1,after [10 minutes] block me from this site
1,"please, after [10 minutes] block me from this site"
1,after [10 minutes] have passed block me from this site
1,please prevent me from accessing this site after [10 minutes]
1,"after [10 minutes], please block me from this site"
1,make this site inaccessible after [10 minutes]
1,after [10 minutes] block me from this site.
1,do not allow me into this site after [10 minutes].
1,after [10 minutes] don't allow me to enter this site.
1,please block me from this site after [10 minutes] of time elapsed.
1,remember to block me from this site after [10 minutes].
1,after [10 minutes] block me from this site.
1,prevent me from using this site after [10 minutes]
1,put this site on a block list in [10 minutes]
1,prevent access to this site in [10 minutes]
1,add this website to blacklist after [10 minutes].
1,only let me use this website for [10 minutes].
1,hide the website from me after [10 minutes].
1,remove me from this site after [10 minutes].
1,forbid me from accessing this site after [10 minutes].
1,"every time i am on this site for more than [10 minutes], kick me off."
1,stop me from using this site after [10 minutes].
1,prevent me from using this site after [10 minutes].
1,block me from accessing this site after [10 minutes].
1,shut off this cite in [10 minutes].
1,block this cite in [10 minutes].
1,after [10 minutes] i want you to block the cite.
1,"in [10 minutes], block this site for me."
1,keep me from accessing this site after [10 minutes].
1,please only let me stay on this site for [10 minutes].
1,after [10 minutes] block me from this site.
1,after [10 minutes] on this site block me from it.
1,block me after [10 minutes] of being on this site.
1,after i've been on this site for [10 minutes] i want you to block me.
1,"anytime i've been on this site for more than [10 minutes], please block me."
1,block me anytime i've viewed this site for more than [10 minutes].
1,close this site after [10 minutes].
1,kick me off this site after [10 minutes].
1,don't give me access to this site after [10 minutes].
1,after [10 minutes] block me from this site
1,deny access to this site after [10 minutes]
1,once [10 minutes] pass block me from using this site
2,call [sarah] at [5pm] [tomorrow].
2,please call [sarah] at [5pm] [tomorrow].
2,can you call [sarah] at [5pm] [tomorrow]?
2,"at [5pm] [tomorrow], can you call [sarah]?"
2,remind me to call [sarah] at [5pm] [tomorrow].
2,get in touch with [sarah] at [5pm] [tomorrow].
2,don't forget to call [sarah] at [5pm] [tomorrow].
2,be sure to call [sarah] at [5pm] [tomorrow].
2,do not forget to call [sarah] at [5pm] [tomorrow].
2,remember to call [sarah] at [5pm] [tomorrow].
2,remind me to call [sarah] at [5pm] [tomorrow]
2,i want to call [sarah] at [5pm] [tomorrow]
2,place a call to [sarah] at [5pm] [tomorrow]
2,do not forget to call [sarah] at 5 pm [tomorrow].
2,i want you to call [sarah] at [5pm] [tomorrow].
2,"time to call [sarah] is, 5 pm [tomorrow]."
2,phone [sarah] [tomorrow] at [5pm].
2,"at [5pm] [tomorrow], make sure to call [sarah]."
2,remember to give [sarah] a call [tomorrow] at [5pm].
2,remind me that i need to call [sarah] at [5pm] [tomorrow].
2,[tomorrow] at [5pm] place a call to [sarah]
2,get [sarah] on the phone at [5pm] [tomorrow].
2,hit up [sarah] at [5pm] [tomorrow]
2,[tomorrow] at [5pm] call [sarah]
2,[5pm] [tomorrow] call [sarah]
2,"[tomorrow], call [sarah] at [5pm]."
2,call [sarah] [tomorrow] at [5pm].
2,"at [5pm] [tomorrow], call [sarah]."
2,call [sarah] [tomorrow] at [5pm].
2,"[tomorrow] at [5pm], call [sarah]."
2,"at [5pm] [tomorrow], call [sarah]."
2,at [5pm] [tomorrow] call [sarah].
2,remind me to call [sarah] [tomorrow] at [5pm].
2,please call [sarah] [tomorrow] at [5pm].
2,at [5pm] [tomorrow] i need to call [sarah]
2,[sarah] needs to be called at [5pm] [tomorrow]
2,"at [5pm] [tomorrow], call [sarah]"
2,at [5pm] [tomorrow] call [sarah].
2,i need to have [sarah] called at [5pm] [tomorrow].
2,make a call to [sarah] [tomorrow] at [5pm].
2,[tomorrow] call [sarah] at [5pm].
2,"at [5pm] [tomorrow], call [sarah]."
2,[tomorrow] at [5pm] call [sarah].
2,"at [5pm] [tomorrow], make a phone call to [sarah]."
2,"[tomorrow], call [sarah] at [5pm]."
2,call the phone number of [sarah] at [5pm] [tomorrow].
2,remind me to call [sarah] at [5pm] [tomorrow].
2,please call [sarah] at [5pm] [tomorrow].
2,at [5pm] [tomorrow] call [sarah].
2,give [sarah] a call at [5pm] [tomorrow].
2,dial [sarah] at [5pm] [tomorrow].
2,i need to call [sarah] at [5pm] [tomorrow].
2,phone [sarah] [tomorrow] at [5pm].
2,"at [5pm] [tomorrow], call [sarah]."
2,"[tomorrow] at [5pm], call [sarah]."
2,phone [sarah] [tomorrow] at [5pm].
2,call [sarah] [tomorrow] at [5pm].
2,make a call to [sarah] at [5pm] [tomorrow].
2,remind me to call [sarah] at [5pm] [tomorrow]
2,set reminder to call [sarah] at [5pm] [tomorrow]
2,at [5pm] [tomorrow] call [sarah]
2,remind me that i need to call [sarah] at [5pm] [tomorrow].
2,remind me just before [5pm] [tomorrow] that i need to call [sarah].
2,"[tomorrow], when it is 10 minutes before [5pm], remind me to call [sarah]."
2,at [5pm] [tomorrow] call [sarah]
2,[tomorrow] call [sarah] at [5pm]
2,dial [sarah] [tomorrow] at [5pm]
2,"at [5pm] [tomorrow], call [sarah]."
2,"[tomorrow] at [5pm], call [sarah]."
2,call [sarah] [tomorrow] at [5pm].
3,cancel my [4pm] appointment.
3,please remove my appointment at [4pm].
3,take my [4pm] appointment off of the calendar.
3,go ahead and cancel the appointment set for [4pm].
3,"i have a [4pm] appointment, please cancel."
3,my appointment at [4pm] needs to be canceled.
3,i need to reschedule my [4pm] appointment.
3,ged rid of my [4pm]
3,delete my [4pm] appointment
3,i'm not going to make my [4pm] appointment
3,i need my [4pm] appointment cancelled.
3,my [4pm] appointment needs to be cancelled.
3,cancel the appointment that i have for [4pm].
3,strike my [4pm] appointment.
3,i need to cancel my [4pm] appointment.
3,my appointment at [4pm] needs to be canceled.
3,i cannot make my [4pm] appointment
3,call off my [4pm] appointment
3,i won't be attending my [4pm] appointment
3,call and cancel my [4pm] appointment.
3,i want to reschedule my [4pm] appointment.
3,get rid of my [4pm] appointment.
3,i want my [4pm] appointment canceled.
3,i want to cancel the appointment i have set for [4pm].
3,i don't want to go to my appointment at [4pm].
3,will you call and cancel my [4pm] appintment
3,i need my [4pm] appointment cancelled
3,i have a [4pm] appointment please cancel it.
3,cancel my appointment that is scheduled at [4pm] .
3,call and cancel my appointment at [4pm] .
3,cancel my scheduled dentist appointment at [4pm].
3,delete my [4pm] appointment.
3,"my [4pm] just canceled, remove it."
3,clear my [4pm] slot.
3,cancel the appointment i had scheduled for [4pm].
3,please cancel my [4pm] appointment.
3,please cancel my [4pm] appointment.
3,make sure they cancel my [4pm] appointment.
3,find out that my [4pm] appointment is canceled.
3,let me know when you cancel my [4pm] appointment.
3,my appointment for [4pm] needs to be canceled.
3,"clear my schedule, cancel my [4pm] appointment."
3,remember to cancel my [4pm] appointment.
3,my appointment for [4pm] today needs to be canceled.
3,please cancel my [4pm] appointment.
3,remember to cancel my [4pm] appointment.
3,make sure to cancel my [4pm] appointment.
3,cancel my appointment for [4pm].
3,make sure my appointment for [4pm] is canceled.
3,please cancel my appointment at [4pm]
3,my [4pm] appointment needs canceled
3,"i cannot make my [4pm] appointment, so please cancel it"
3,my [4pm] appointment should be cancelled.
3,please take care of cancelling my [4pm] appointment.
3,"i had an appointment at [4pm], cancel that."
3,i need to cancel my [4pm] appointment.
3,i want to cancel my appointment at [4pm].
3,cancel the appointment that i made for [4pm].
3,remove the [4pm] appointment from my calendar
3,remind me to cancel my [4pm] appointment
3,"clear my appointments for the day, including the one at [4pm]"
3,i need you to cancel the [4pm] appointment that i have.
3,cancel the appointment i have at [4pm].
3,i need to cancel my [4pm] appointment...please take care of this.
3,cancel the appointment at [4pm]
3,cancel my [4pm] engagement
3,cancel what was planned for [4pm]
3,cancel my appointment at [4pm].
3,delete my [4pm] appointment.
3,delete my [4pm] appointment from my calendar.
4,change my default [search engine] to [bing].
4,make my default [search engine] [bing]
4,set my default [search engine] to [bing]
4,put [bing] as my default [search engine]
4,make [bing] my default [search engine].
4,i want [bing] to be my default [search engine].
4,my default [search engine] should be changed to [bing].
4,change my [search engine] to [bing].
4,make [bing] my default [search engine].
4,allow [bing] to be my default [search engine].
4,switch my default [search engine] to [bing].
4,i want my default [search engine] to be [bing].
4,make my default [search engine] [bing].
4,i want to have my [search engine] be [bing].
4,"i don't want google, set [search engine] to [bing]."
4,change my [search engine] to always use [bing].
4,set my default [search engine] to [bing].
4,make my default [search engine] [bing].
4,i want my [search engine] to default to [bing].
4,make [bing] my default [search engine].
4,switch my default [search engine] to [bing].
4,turn [bing] into my default [search engine].
4,please change my default [search engine] from google to [bing].
4,switch my default [search engine] to [bing].
4,i want to change my default [search engine] to [bing].
4,make [bing] my default [search engine].
4,i want [bing] to be my default [search engine].
4,switch my default [search engine] to [bing].
4,make [bing] my default [search engine].
4,switch my current default [search engine] to [bing] instead.
4,start using [bing] as my main [search engine].
4,i want my [search engine] to be [bing].
4,i want my home page [search engine] to show [bing].
4,make my default [search engine] [bing].
4,can you change my [search engine] to [bing].
4,i want my default [search engine] changed to [bing].
4,will you change my [search engine] to [bing].
